For all members,,,,,,,,,,,,,For industry members only,,,,,,,,,,,,
Name (ZH),Name (EN MT),Common name (EN),Common name (ZH),Tier (ZH),Tier (EN),Original order within tier,Type,Website,Crunchbase URL,"Location (City, Province)",Location (City-level),Location (Provincial Level),Estimated Size,Estimated Focus,Industry Affiliations,AI Product/Service Category,Key products,State-owned?,Not Chinese,Public company,Exchange,Ticker,Notes,,Extracted 3/26/20 from http://aiiaorg.cn/index.php?m=alliance&c=index&a=structure
北京小白世纪网络科技有限公司,"Beijing Xiaobai Century Network Technology Co., Ltd.",Xiaobai ,小白世纪,普通会员单位,ordinary members,282,Industry,https://www.xiaobaishiji.com/#/pc/homePage,n/a,Beijing,Beijing,Beijing,Small/startup,Focused on AI,Medical AI,Business Solutions,Intergration platform for medical diagnose,No,No,No,,,,,
北京小米移动软件有限公司,"Beijing Xiaomi Mobile Software Co., Ltd.",Xiaomi,小米,理事单位,board members,106,Industry,https://www.mi.com/about,https://www.crunchbase.com/organization/xiaomi,Beijing,Beijing,Beijing,Big,Diversified,"Consumer Electronics, Internet, Mobile",n/a,Mobile devices and technology,No,No,Yes,HK,1810,,,
上海小蚁科技有限公司,"Shanghai Little Ant Technology Co., Ltd.",Xiaoyi,小蚁,普通会员单位,ordinary members,314,Industry,https://www.xiaoyi.com/about.html,n/a,Shanghai,Shanghai,Shanghai,Medium,Diversified,Science and Technology services,n/a,Cameras and webcams,No,No,No,,,,,
赛灵思电子科技（北京）有限公司,"Xilinx Electronic Technology (Beijing) Co., Ltd.",Xilinx,赛灵思,理事单位,board members,77,Industry,https://china.xilinx.com/about/company-overview.html,https://www.crunchbase.com/organization/xilinx,Beijing,Beijing,Beijing,Medium,Diversified,"Semiconductor, Manufacturing, Hardware, Software",n/a,Programmable logic devices,No,Yes,Yes,NASDAQ,XLNX,,,
新博卓畅技术（北京）有限公司,"New Bo Zhuo Chang Technology (Beijing) Co., Ltd.",Xinbohit ,新博卓畅,普通会员单位,ordinary members,82,Industry,http://www.xinbohit.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,"Information Technology, Healthcare, Software",n/a,Medical and health information and medical software,No,No,No,,,,,
新华网股份有限公司,"Xinhuanet Co., Ltd.",Xinhuanet,新华网,理事单位,board members,95,Government,http://www.xinhuanet.com/company/,https://www.crunchbase.com/organization/xinhuanet,Beijing,Beijing,Beijing,Medium,Diversified,"Digital Media, Media and Entertainment, News",n/a,Internet based media,n/a,No,Yes,SSE,603888,,,
北京芯启科技有限公司,"Beijing Xinqi Technology Co., Ltd.",Xinqi,芯启,普通会员单位,ordinary members,283,Industry,http://www.sisctech.cn/,n/a,Beijing,Beijing,Beijing,Medium,Diversified,Semiconductor,n/a,"CPU, AI, Semiconductor",No,No,No,,,,,
上海信数金融信息服务有限公司,"Shanghai Xinshu Financial Information Service Co., Ltd.",Xinshu,信数金服,普通会员单位,ordinary members,245,Industry,http://www.xinshucredit.com/,https://www.crunchbase.com/organization/xinshu-credit,Shanghai,Shanghai,Shanghai,Small/startup,Diversified,"Finance, Financial Services, FinTech",n/a,Data aggregation service providers for the financial sector,No,No,No,,,,,
新特能源股份有限公司,"Xinte Energy Co., Ltd.",Xinte Energy,新特能源,普通会员单位,ordinary members,327,Industry,https://www.xinteenergy.com/,n/a,"Ürümqi, Xinjiang",Ürümqi,Xinjiang,Medium,Diversified,"Machinery, Manufacturing",n/a,"silicon new materials, advanced ceramics, zirconium base of new material",No,No,No,,,"A subsidiary of TBEA, a major manufacture of power transformers and electrical equipment",,
江苏欣网视讯软件技术有限公司,"Jiangsu Xinwang Video Software Technology Co., Ltd.",Xinwang Soft,欣网视讯,普通会员单位,ordinary members,3,Industry,http://www.xwsoft.com.cn/,n/a,"Nanjing, Jiangsu",Nanjing,Jiangsu,Small/startup,Diversified,Software,n/a,Software,No,No,No,,,,,
上海袭人营销咨询有限公司,"Shanghai Raider Marketing Consulting Co., Ltd.",XIREN,上海袭人,普通会员单位,ordinary members,14,Industry,http://www.xiren.cn/,n/a,Shanghai,Shanghai,Shanghai,Small/startup,Diversified,"Consulting, Digital Marketing",n/a,Continuous operation and digital marketing service,No,No,No,,,,,
北京讯奥科技有限公司,"Beijing Xunao Technology Co., Ltd.",Xunao,讯奥科技,普通会员单位,ordinary members,38,Industry,www.cnxunao.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Big data,n/a,Big data,No,No,No,,,https://baike.baidu.com/item/%E5%8C%97%E4%BA%AC%E8%BF%85%E5%A5%A5%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/4405057?fr=aladdin,,
北京迅日达信息科技有限公司,"Beijing Xunda Information Technology Co., Ltd.",Xunda Information,迅日达,普通会员单位,ordinary members,95,Industry,http://www.xrda.com.cn/,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Consulting,n/a,IT application planning consulting,No,No,No,,,,,
北京灏博大数据科技有限公司,"Beijing Yebo Big Data Technology Co., Ltd.",Yebo,灏博科技,普通会员单位,ordinary members,285,Industry,n/a,n/a,Beijing,Beijing,Beijing,Small/startup,Focused on AI,Big data,Data Storage and Processing,Human resource data platforms,No,No,No,,,https://webcache.googleusercontent.com/search?q=cache:qgMalVOrMI4J:https://www.tianyancha.com/company/3202715696+&cd=2&hl=en&ct=clnk&gl=us,,
北京易聊科技有限公司,"Beijing Yiliao Technology Co., Ltd.",Yi Liao Technology,易聊科技,普通会员单位,ordinary members,162,Industry,http://www.easyliao.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Focused on AI,Science and Technology Services,Business Solutions,Intelligent customer service,No,No,No,,,,,
北京陌上花科技有限公司,"Beijing Moshanghua Technology Co., Ltd.",Yi+,陌上花科技Yi+,理事单位,board members,137,Industry,http://www.yijia.ai/home,https://www.crunchbase.com/organization/yi,Beijing,Beijing,Beijing,Small/startup,Focused on AI,"Artificial Intelligence, Computer Vision, Machine Learning",Business Solutions,AI search engine and marketing solutions,No,No,No,,,,,
亿嘉和科技股份有限公司,"Yijiahe Technology Co., Ltd.",Yijiahe,亿嘉和,理事单位,board members,167,Industry,http://www.yijiahe.com/,https://www.crunchbase.com/organization/yijiahe-technology,"Nanjing, Jiangsu",Nanjing,Jiangsu,Medium,Diversified,"Intelligent Systems, Robotics, Manufacturing",n/a,Intelligent robots,No,No,Yes,SSE,603666,,,
上海依图网络科技有限公司,"Shanghai Yitu Network Technology Co., Ltd.",YITU,依图科技,副理事长单位,vice chairs of the board,22,Industry,https://www.yitutech.com/en,https://www.crunchbase.com/organization/yitu-technology,Shanghai,Shanghai,Shanghai,Small/startup,Focused on AI,"Apps, Artificial Intelligence, Finance, Health Care, Machine Learning",Voice Recognition and Natural Language Processing,"Intelligent healthcare, city, business; speech recognition",No,No,No,,,,,
苏州意能通信息技术有限公司,"Suzhou Yinengtong Information Technology Co., Ltd.",YNT.AI,意能通,普通会员单位,ordinary members,305,Industry,https://www.ynt.ai/aboutUs.html,n/a,"Suzhou, Jiangsu",Suzhou,Jiangsu,Small/startup,Focused on AI,Customer service,Business Solutions,AI-enabled customer service,No,No,No,,,,,
宁波翌达科技有限公司,"Ningbo Yongda Technology Co., Ltd.",Yongda,翌达科技,普通会员单位,ordinary members,318,Industry,n/a,n/a,"Ningbo, Zhejiang",Ningbo,Zhejiang,Medium,Diversified,Civil engineering construction,n/a,"Design, manufacturing and sales of integrated circuit chips",No,No,No,,,,,
北京用友政务软件有限公司,"Beijing UFIDA Government Software Co., Ltd.",Yonyou,用友政务,理事单位,board members,129,Industry,http://www.yonyougov.com/,https://www.crunchbase.com/organization/yonyou-5253#section-overview,Beijing,Beijing,Beijing,Big,Diversified,Software,n/a,Enterprise-wide business applications,No,No,Yes,SSE,600588,,,
广东粤孵产业大数据研究有限公司,"Guangdong Yueyu Industry Big Data Research Co., Ltd.",Yuefu Thinktank,粤孵智库,普通会员单位,ordinary members,80,Industry,http://www.yuefudata.com/,n/a,"Guangzhou, Guangdong",Guangzhou,Guangdong,Small/startup,Diversified,"Consulting, Industry Development",n/a,Industry development consulting,No,No,No,,,,,
育米科技（北京）有限公司,"Yumi Technology (Beijing) Co., Ltd.",Yumi Group,育米科技,理事单位,board members,13,Industry,http://www.yumigroup.com.cn/,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,"Real estate, investment services",n/a,"Real estate investment, digital operation services",No,No,No,,,,,
南京云问网络技术有限公司,"Nanjing Yunwen Network Technology Co., Ltd.",Yun Wen Robot,云问机器人,理事单位,board members,179,Industry,http://www.iyunwen.com/,n/a,"Nanjing, Jiangsu",Nanjing,Jiangsu,Small/startup,Focused on AI,Robotics,Service Robots,Robots,No,No,No,,,,,
深圳勇艺达机器人有限公司,"Shenzhen Yongyida Robot Co., Ltd.",YYD Robo,勇艺达,理事单位,board members,90,Industry,https://www.yydrobo.com/,n/a,Shenzhen,Shenzhen,Shenzhen,Small/startup,Focused on AI,Robotics,Service Robots,Robotics,No,No,No,,,,,
禅月工业智能科技（上海）有限公司,"Chanyue Industrial Intelligent Technology (Shanghai) Co., Ltd.",Zen Luna,禅月工业,普通会员单位,ordinary members,81,Industry,https://www.3dluna.com/,n/a,Shanghai,Shanghai,Shanghai,Small/startup,Diversified,3D printing,n/a,3D printing,No,No,No,,,,,
北京泽桥传媒科技股份有限公司,"Beijing Zeqiao Media Technology Co., Ltd.",Zeqiao,泽桥,普通会员单位,ordinary members,329,Industry,http://www.zeqiao.com/,n/a,Beijing,Beijing,Beijing,Medium,Diversified,Medical media,n/a,medical health intelligent manufacturing,No,No,No,,,,,
北京实创亿达科技服务有限公司,"Beijing Shichuang Yida Technology Service Co., Ltd.",ZGCYH,实创亿达,理事单位,board members,184,Industry,http://www.zgcyh.net/class/24,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,AI Industrial park,n/a,AI Industrial park,No,No,No,,,,,
上海找钢网信息科技股份有限公司,"Shanghai Ganggang Information Technology Co., Ltd.",Zhaogang.com,找钢网,普通会员单位,ordinary members,116,Industry,http://www.zhaogang.com/,https://www.crunchbase.com/organization/zhaogang,Shanghai,Shanghai,Shanghai,Small/startup,Diversified,"Advanced Materials, Industrial Manufacturing, Trading Platform ",n/a,Steel trading information services,No,No,No,,,,,
成都兆云股权投资基金管理有限公司,"Chengdu Zhaoyun Equity Investment Fund Management Co., Ltd.",Zhaoyun,兆云,理事单位,board members,151,Industry,https://www.zhaoyuncapital.com/,n/a,"Chengdu, Sichuan",Chengdu,Sichuan,Medium,Diversified,"Asset Management, Financial Servcies",n/a,Entrusted management of equity investment and related consulting services,No,No,No,,,,,
浙江航天恒嘉数据科技有限公司,"Zhejiang Aerospace Hengjia Data Technology Co., Ltd.",Zhejiang Aerospace Hengjia Data Technolog,恒嘉数据,理事单位,board members,161,Industry,http://www.hthjsj.com/,n/a,"Jiaxing, Zhejiang",Jiaxing,Zhejiang,Medium,Diversified,"Big Data, Smart Cities, E-Commerce",n/a,"smart city, e-commerce, e-government information system software development, system integration, data collection",Yes,No,No,,,,,
浙商人工智能产业联盟,Zhejiang Business Artificial Intelligence Industry Alliance,Zhejiang Artificial Intelligence Union (ZAIU),浙商人工智能产业联盟,理事单位,board members,80,Government,n/a,n/a,Unknown,Zhejiang,Zhejiang,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,"Established by Zhejiang Economy and Information Technology Committee, Hangzhou Economy and Information Technology Committee, Zhejiang University. http://www.wzs.org.cn/zt/2017/dhsd/201706/t20170608_271295.shtml https://www.sohu.com/a/144254544_146174",,
之江实验室,Zhijiang Lab,Zhejiang Lab,之江实验室,副理事长单位,vice chairs of the board,28,Government,www.zhejianglab.com,n/a,"Hangzhou, Zhejiang",Hangzhou,Zhejiang,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,"Joint venture between local govt, Alibaba, Zhejiang U",,
浙江大学,Zhejiang University,Zhejiang University,浙江大学,副理事长单位,vice chairs of the board,1,Academia,www.zju.edu.cn,https://www.crunchbase.com/organization/zhejiang-university,"Hangzhou, Zhejiang",Hangzhou,Zhejiang,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
上海汉得知云软件有限公司,"Shanghai Handezhiyun Software Co., Ltd.",Zhishinet,汉得知云,普通会员单位,ordinary members,348,Industry,http://www.zhishinet.com/,n/a,Shanghai,Shanghai,Shanghai,Small/startup,Diversified,"Education, Cloud service, Big data",n/a,AI-enable classroom teaching ,No,No,No,,,,,
北京智芯微电子科技有限公司,"Beijing Zhixin Microelectronics Technology Co., Ltd.",Zhixin,智芯微电子,普通会员单位,ordinary members,230,Industry,n/a,n/a,Beijing,Beijing,Beijing,Medium,Diversified,"Semiconductor, Fintech",n/a,"Fintech, Semiconductor",No,No,No,,,,,
北京市中伦律师事务所,Beijing Zhonglun Law Firm,Zhong Lun Law Firm,中伦律师事务所,普通会员单位,ordinary members,174,Industry,http://www.zhonglun.com/,https://www.crunchbase.com/organization/zhong-lun-law-firm,Beijing,Beijing,Beijing,Medium,Diversified,"Consulting, Legal, Professional Services",n/a,Legal services,No,No,No,,,,,
中昌大数据股份有限公司,"Zhongchang Big Data Co., Ltd.",Zhongchang Data,中昌大数据,理事单位,board members,164,Industry,http://www.zhongchangdata.com/,https://www.crunchbase.com/organization/zhongchang-marine-s,Shanghai,Shanghai,Shanghai,Medium,Diversified,"Financial Services, Marine Technology, Marine Transportation",n/a,Data,No,No,Yes,SSE,600242,,,
中路财产保险股份有限公司,"Zhonglu Property Insurance Co., Ltd.",Zhonglu Insurance,中路保险,普通会员单位,ordinary members,202,Industry,https://www.zhlic.com.cn/,n/a,"Qingdao, Shandong",Qingdao,Shandong,Medium,Diversified,Insurance services,n/a,Insurance,No,No,No,,,Can't access company's website,,
周口师范学院,Zhoukou Normal University,Zhoukou Normal University,周口师范学院,理事单位,board members,118,Academia,https://www.zknu.edu.cn/,n/a,"Zhoukou, Henan",Zhoukou,Henan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
深圳追一科技有限公司,"Shenzhen Zhuiyi Technology Co., Ltd.",Zhuiyi Technology,追一科技,普通会员单位,ordinary members,108,Industry,https://zhuiyi.ai/,https://www.crunchbase.com/organization/zhuiyi-technology,Shenzhen,Shenzhen,Shenzhen,Small/startup,Focused on AI,"Artificial Intelligence, Machine Learning, Software",Business Solutions,"Deep learning, NLP, business solutions",No,No,No,,,,,
深圳中兴力维技术有限公司,"Shenzhen Zhongxing Liwei Technology Co., Ltd.",ZNV,力维智联,普通会员单位,ordinary members,252,Industry,http://www.znv.com.cn/,n/a,Shenzhen,Shenzhen,Shenzhen,Small/startup,Focused on AI,IoT,AIoT,AIoT,No,No,No,,,,,
中兴通讯股份有限公司,ZTE Corporation,ZTE,中兴,副理事长单位,vice chairs of the board,3,Industry,https://www.zte.com.cn/global/,https://www.crunchbase.com/organization/zte-corporation,Shenzhen,Shenzhen,Shenzhen,Big,Diversified,"Telecommunications, Network Hardware",n/a,Telecommunications and information technology,Yes,No,Yes,SZSE; HK,000063; 00763,,,
万蚓网络科技（上海）有限公司,"Wanluo Network Technology (Shanghai) Co., Ltd.",,去电人工智能,普通会员单位,ordinary members,262,Industry,http://www.callai.net/#/home,n/a,Shanghai,Shanghai,Shanghai,Small/startup,Focused on AI,"Software, Information and technology",Business Solutions,"Intelligent marketing solutions, Network technology",No,No,No,,,,,
成都造梦科技有限公司,"Chengdu Dream Technology Co., Ltd.",,造梦科技,普通会员单位,ordinary members,171,Industry,http://www.zmaiot.com/,n/a,"Chengdu, Sichuan",Chengdu,Sichuan,Small/startup,Focused on AI,Data service,Data Storage and Processing,Data collecting and labeling,No,No,No,,,,,
广州摩翼信息科技有限公司,"Guangzhou Moyi Information Technology Co., Ltd.",,翼课网,普通会员单位,ordinary members,177,Industry,https://www.ekwing.com/login/view?href=https%3A%2F%2Fwww.ekwing.com%2FHome%2Findex,n/a,"Guangzhou, Guangdong",Guangzhou,Guangdong,Small/startup,Diversified,Information technology,n/a,Synchronous teaching platform,No,No,No,,,,,
